0,1,2,2,16,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,16,1,2,1,2,1,1,1,2,2,19,19,2,1,16,1,1,16,1,2,2,1,2,0
0,1,1,16,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,2,2,1,1,1,2,1,1,1,19,19,1,1,1,1,1,1,1,1,16,1,1,1,0
0,1,2,16,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,16,2,2,1,2,2,19,19,1,1,2,1,2,1,1,1,1,2,16,1,1,0
0,1,2,2,2,1,16,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,19,19,19,19,1,1,16,16,1,16,2,1,2,2,1,1,1,1,0
0,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,16,2,1,16,16,1,2,2,1,19,19,19,19,19,1,1,1,1,1,1,2,1,2,1,2,16,2,1,16,0
0,1,16,2,2,2,1,1,1,16,1,1,16,1,1,2,1,2,1,1,1,1,1,2,16,2,1,1,19,19,18,18,19,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,16,0
0,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,16,1,1,1,1,2,2,1,1,1,16,19,18,18,18,18,19,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,0
0,1,2,2,2,2,2,16,16,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,19,18,18,18,18,1,1,1,16,1,1,1,1,1,16,1,2,1,16,1,1,1,1,0
0,1,1,2,2,1,2,16,1,1,1,1,2,2,16,2,16,1,1,1,2,1,2,1,2,19,18,18,19,19,18,24,1,1,2,16,2,1,1,1,1,1,1,1,2,2,2,1,1,0
0,1,1,16,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,19,18,19,19,18,1,1,1,2,1,1,1,1,16,1,16,2,2,1,1,2,2,1,16,0
0,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,16,1,19,18,18,18,18,18,24,1,16,2,16,1,16,1,2,1,16,2,1,1,1,1,1,1,1,0
0,1,2,1,2,16,16,16,1,1,2,1,2,1,1,2,2,1,1,1,1,2,16,1,19,19,19,19,18,19,1,1,1,1,16,1,1,1,2,1,2,16,2,1,1,1,1,2,1,0
0,1,1,1,2,1,1,1,1,1,1,16,1,1,16,2,1,1,2,2,1,1,2,19,18,18,18,18,19,1,1,2,1,2,1,1,16,1,1,1,1,1,1,2,2,1,1,2,2,0
0,16,16,1,1,1,1,1,1,1,1,2,2,16,2,1,1,2,1,1,2,2,1,19,18,18,18,19,1,1,1,2,1,2,1,1,1,1,16,1,2,16,1,1,2,1,2,1,16,0
0,16,1,1,2,2,16,1,1,1,2,16,16,1,1,1,16,2,1,1,1,1,1,19,18,18,19,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,16,2,1,1,1,0
0,1,1,1,1,2,1,1,2,1,1,16,16,1,2,1,1,1,1,1,1,1,19,19,19,19,1,1,1,2,2,1,1,16,1,1,2,2,2,1,1,1,16,2,2,1,1,1,1,0
0,1,2,1,1,16,16,1,1,1,16,16,1,1,1,2,16,1,16,16,1,16,19,19,19,1,1,1,16,2,1,1,2,2,2,2,1,16,2,1,1,16,2,1,2,1,1,1,1,0
0,1,1,2,2,1,2,16,1,2,1,2,1,1,1,2,1,16,2,1,2,19,19,16,1,1,1,1,2,1,1,1,1,1,1,16,1,16,1,1,16,2,2,1,2,2,1,1,2,0
0,1,1,1,16,1,1,16,1,1,1,1,1,1,1,1,16,1,1,1,2,19,1,1,2,1,1,2,1,16,16,1,1,1,1,16,2,2,1,1,1,2,2,16,1,1,1,1,1,0
0,16,2,2,1,16,1,1,2,2,1,1,16,2,2,16,1,1,1,1,19,19,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,16,1,1,2,1,2,2,1,16,0
0,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,19,19,1,1,2,1,2,2,16,1,1,16,2,1,1,1,1,2,1,1,1,2,1,1,16,1,1,1,1,1,0
0,1,1,1,16,1,1,1,1,2,1,1,16,16,1,1,1,1,1,19,1,1,1,16,1,2,2,2,1,16,1,2,2,2,1,16,1,2,2,2,2,1,2,2,1,2,2,1,2,0
0,1,1,1,1,1,2,1,1,1,1,1,1,1,16,16,1,1,19,19,1,1,1,2,2,2,2,1,1,2,1,16,1,2,16,1,1,2,2,2,1,2,1,2,1,1,16,16,2,0
0,2,2,2,2,1,16,2,1,1,1,1,1,16,2,2,1,1,19,2,16,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,16,1,1,1,16,1,2,1,16,2,2,0
0,2,1,16,16,1,1,2,1,1,1,1,2,2,1,2,1,19,19,1,2,2,1,2,1,1,2,1,2,1,2,1,2,16,1,1,2,1,2,2,1,16,2,2,2,1,2,1,1,0
0,1,2,1,1,1,16,2,2,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,16,1,0
0,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,19,1,1,2,2,2,1,16,1,16,1,16,1,2,2,1,16,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,0
0,1,1,2,16,2,1,2,1,1,2,1,1,2,1,19,19,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,16,2,16,1,1,1,1,1,1,1,1,1,2,1,1,0
0,2,2,1,2,1,1,1,2,1,16,2,16,1,19,19,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,16,16,1,2,1,16,16,1,1,1,1,1,1,1,2,1,2,2,0
0,1,1,2,1,1,2,1,16,2,1,1,1,1,19,2,2,1,1,16,2,2,1,16,1,16,2,1,16,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,16,0
0,1,1,1,1,2,1,1,1,1,1,1,2,19,19,1,1,16,16,1,16,1,1,2,16,16,2,1,2,2,2,2,1,1,1,1,1,16,1,1,1,2,1,1,1,1,1,1,2,0
0,1,2,2,1,2,2,1,2,1,2,1,19,19,1,1,16,1,2,1,16,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,16,1,1,1,1,1,2,2,2,2,1,16,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
